TotalSeconds,NoisyGlobetemp,NoisyAirtemp,NoisyWindspeed
0.0,310.036781887024,310.1497624045612,2.85763213480352
6.696428571428571,310.1055092861901,310.07857228862565,3.8078357853358287
13.392857142857142,309.790598216719,310.16125313555284,4.163526510835645
20.089285714285715,309.54895142459395,310.4008952797441,3.39578260797711
26.785714285714285,309.85281203863576,309.8654146694969,3.7214506251653976
33.482142857142854,309.64337656798364,310.0371592158445,3.524344830473398
40.17857142857143,309.8344534702142,309.860503960289,4.716397473958436
46.875,309.9641258012976,309.79159515030034,3.4889691137952794
53.57142857142857,309.4096630763811,309.70479207590085,5.585636328969815
60.26785714285714,309.75479661468495,309.9240809702242,4.415219640414956
66.96428571428571,309.0626661461958,310.0501444576101,4.07307758954267
73.66071428571428,309.29536477521236,310.2947142110641,4.281887172714755
80.35714285714286,309.51357107291085,309.79997234589825,3.686651646477075
87.05357142857143,309.7931314118354,309.95011597645544,3.5007565571607597
93.75,309.26970122654006,309.9681495906389,4.30058750291047
100.44642857142857,309.76765386258575,310.03468527710555,4.7760866375855935
107.14285714285714,309.3573210004861,309.43799559994454,3.7041787386592704
113.83928571428571,309.1109711680586,309.87611152792226,4.110477316066681
120.53571428571428,308.9191686227111,310.0487461708656,4.147849948691828
127.23214285714285,309.53826478438793,309.93602724469366,4.2584679717263665
133.92857142857142,309.7425162415952,309.6141631255242,4.633711079739898
140.625,309.03071073107515,309.7068781582286,4.446593407988502
147.32142857142856,308.9787115143545,310.07571265939345,4.320437593846178
154.01785714285714,309.101838558468,310.10339048782095,3.8322373622695425
160.71428571428572,309.39075847604215,310.2868222140241,4.912530380310456
167.41071428571428,308.9686137392626,310.0796874196952,4.397990423864681
174.10714285714286,309.6560572039489,309.9694000802334,5.159096795252972
180.80357142857142,309.40143670071916,309.7881121739772,4.005840285127274
187.5,309.39256943083524,309.789281683131,4.061874217995258
194.19642857142856,308.97077771903093,309.4212836493892,4.137118190345726
200.89285714285714,308.96560087232524,309.87745427658587,4.7838465270616926
207.5892857142857,309.57217329582204,309.5987365042034,5.514751934130407
214.28571428571428,309.03035287195115,309.4710367709256,3.9674532907209947
220.98214285714286,309.8841225192883,309.69886811897976,3.4235514446940503
227.67857142857142,309.4038951584586,309.8460366803657,3.4798676609294508
234.375,309.50231588892956,309.7390132617649,3.414058121637463
241.07142857142856,309.82853947053417,309.93594359529556,2.9001910458490414
247.76785714285714,309.6453429841551,309.7335643983143,3.5518496122070182
254.4642857142857,309.3851813232175,309.81825813051944,2.995030330969815
261.1607142857143,309.53120278296785,309.4739343831901,3.9011859154386155
267.85714285714283,309.3539987477112,309.9125529723457,4.404085042014173
274.55357142857144,309.19640351033365,309.49069487494,4.182123799587858
281.25,309.6236829308728,309.64459259334393,3.0353817246053665
287.94642857142856,309.06391039526846,309.8103920968177,3.4729160047974905
294.6428571428571,309.12269735595805,309.7822036434241,3.4649166894177186
301.3392857142857,309.29541985792275,309.4320643654814,3.4174725236475805
308.0357142857143,309.23227602519614,310.03046248608916,3.180214170128195
314.73214285714283,309.386144073707,309.7770864935175,2.5976948080442686
321.42857142857144,309.21012342425956,309.7099205311719,3.4318141302921013
328.125,309.12199593098967,309.62894498086496,2.51347409194753
334.82142857142856,308.8112965747133,310.02829441691,2.136008374841527
341.5178571428571,309.2404502556615,309.5862932663635,2.38084705931306
348.2142857142857,309.24330686350464,309.8001993871987,2.4451742232977187
354.9107142857143,308.7931095756078,309.9542104654974,2.8950465266630703
361.60714285714283,308.908845708312,309.9833004672604,1.975045134887444
368.3035714285714,309.1077915985807,309.65180720411496,3.052974021387677
375.0,308.8677808684596,309.5412569601669,1.9831695889133543
381.69642857142856,308.9541186388709,309.1978330389781,2.2917606425328803
388.3928571428571,308.5813046979217,309.49791835129565,2.7951322278519593
395.0892857142857,309.05079161918627,309.80337955817384,3.10329127652788
401.7857142857143,309.51255250960605,309.8778902186168,2.7028099921110105
408.48214285714283,308.6868439754896,309.6055304679113,2.828704277125077
415.1785714285714,309.18748796838577,309.27944981065804,2.899999035174867
421.875,309.5651034852875,309.3358619569795,2.572790141081675
428.57142857142856,309.18270103373965,309.7275821001311,2.8306515825511105
435.2678571428571,309.4952647674794,309.7472956937722,2.476726759127825
441.9642857142857,309.761611537476,309.6122264792032,3.400711010160842
448.6607142857143,310.01447061917656,309.8010682695796,3.756698739826541
455.35714285714283,310.11690125750914,309.6643047430549,2.0366797692780114
462.0535714285714,310.12596583189577,309.5676623681703,2.748100169947376
468.75,310.07036317235327,309.4571284282541,2.9226718700371928
475.44642857142856,310.3877291702946,309.4896532540905,3.728093788423103
482.1428571428571,310.2044897290964,309.6506727954277,3.2875354022400174
488.8392857142857,310.2589215991253,309.41449162416353,3.323478361131681
495.5357142857143,310.63371860091064,309.82778526603266,3.2130098410071
502.23214285714283,310.0598727784586,309.37933820603513,3.2370298218135027
508.9285714285714,310.7500639676199,309.71451873058993,3.6932003823590747
515.625,311.1236709807086,309.55723244954015,4.562847481836937
522.3214285714286,311.29666650456505,309.1580042740397,4.33082156689096
529.0178571428571,311.60866820162016,309.08527807087336,4.104888639764157
535.7142857142857,311.00553691626993,309.31146790225245,5.0324601385167265
542.4107142857142,311.47480294977595,309.379817621827,4.317990894584499
549.1071428571429,311.6440694081924,309.8772801825483,3.5514443849379975
555.8035714285714,311.92725703946354,309.6056151391765,4.574910124279161
562.5,311.8814076471558,308.74376995139835,4.060422960655253
569.1964285714286,311.66921802571846,309.1555526792214,5.010901633213942
575.8928571428571,312.14510945835883,309.63648518230764,3.645166966646657
582.5892857142857,312.13352450926965,309.18760645311846,3.4967066855262416
589.2857142857142,312.47670639630206,309.32638624297334,3.3225221779991925
595.9821428571429,312.40906157317164,309.60910989730974,4.083962529631799
602.6785714285714,312.6320188016792,309.6186101151597,3.1715647524655033
609.375,312.6328624587539,309.39420959737515,4.706137413086228
616.0714285714286,312.7566194272177,309.25914420285477,4.38424181360487
622.7678571428571,312.85327805265115,309.80826628411177,5.875280393763779
629.4642857142857,312.68541503516974,309.2689098888216,4.780273979156245
636.1607142857142,313.1506324008142,309.09893318165194,4.107653842102195
642.8571428571429,313.5991458408118,309.39437535323185,4.141479218519873
649.5535714285714,313.31300501662406,309.5821430226453,4.792240765384854
656.25,312.91039452471455,309.4018804486362,4.288275233002061
662.9464285714286,313.29426981220513,309.27672649495804,5.2775684247127685
669.6428571428571,313.56243194308695,309.3679275136983,3.8737657503893894
676.3392857142857,313.63777157981906,309.3234328024289,4.3088158805583845
683.0357142857142,313.5808729894541,309.814970166023,3.738789922520169
689.7321428571428,313.8853354337911,309.4951288253776,3.0770375182694014
696.4285714285714,313.9120633964945,309.46935989977845,4.407410405461535
703.125,313.80830475092023,309.8620684164363,3.83769658161735
709.8214285714286,314.30066572069916,309.30786443456964,3.8072967425508875
716.5178571428571,314.63696595793937,309.40077535612846,4.215275027042472
723.2142857142857,314.25036499781777,309.50312902982404,4.562370740433596
729.9107142857142,314.7397429402049,309.1998519181527,4.135240116143199
736.6071428571428,314.4212380725773,309.3385042464668,3.527106193980522
743.3035714285714,314.7831726767774,309.1161975219948,4.763367699721682
750.0,315.2913441845498,309.1493549265261,3.1829375062082326
756.6964285714286,314.70046383545036,309.27746950770774,3.260707386681133
763.3928571428571,315.0916051474616,309.77450199124587,2.9536310468482183
770.0892857142857,315.4303471387973,309.574688648319,2.788615656963164
776.7857142857142,315.0490607365053,309.0219456004195,2.357704711666846
783.4821428571428,315.35933882645355,309.1688990722916,2.797086388688202
790.1785714285714,315.3683181742037,309.3794051582815,2.491838264675914
796.875,316.00393596025754,308.9592557637167,3.142673491626692
803.5714285714286,315.9550908193991,309.27423787268515,2.229174253027517
810.2678571428571,315.96456570954047,308.88153196573336,3.042890711664259
816.9642857142857,316.4152156883102,309.2540275043057,3.043699838238697
823.6607142857142,315.8953803944334,309.0541332769136,3.2679375812576206
830.3571428571428,316.4054436245942,309.5328355806716,2.7451777331552756
837.0535714285714,316.2298863297976,309.4987302510459,2.160791815967482
843.75,316.38991996470196,309.270401774413,2.373927692288057
850.4464285714286,317.1101286158097,308.9802304532796,2.524703241433592
857.1428571428571,316.2850598076475,309.3764887805046,2.4243420227289554
863.8392857142857,316.8682152832734,309.43812869084724,2.209311592247512
870.5357142857142,316.86494764160966,308.7878662849852,1.9756661989815627
877.2321428571428,316.47994034441865,309.48406678670705,2.506553034508863
883.9285714285714,316.9597645280761,309.0049339728883,1.9827045865116228
890.625,316.97274337596957,309.29526690111237,3.2481433374541906
897.3214285714286,316.8448341849504,308.9947267542356,2.514865035530242
904.0178571428571,316.798817980035,309.1409723965779,2.6015051563630673
910.7142857142857,316.87736077588926,308.6179370898927,2.865939523742177
917.4107142857142,316.8802633771327,309.4740250361692,2.356916344814366
924.1071428571428,316.8308663807924,308.62327735061024,2.1389337185431927
930.8035714285714,316.72521543663316,309.16124168223723,2.533090898887366
937.5,316.5625627282792,309.34010182133284,3.448127177738761
944.1964285714286,316.9760378034048,309.2606031849163,2.334140734857447
950.8928571428571,316.7152517479029,308.6350506028963,3.7498387593621985
957.5892857142857,316.7134134745017,309.408497491536,2.978764903052081
964.2857142857142,316.4373918258716,309.2329641009563,2.7396527419325483
970.9821428571428,316.40118034974904,309.0106244063822,3.650986964062284
977.6785714285714,315.9358334206369,308.87111826277226,2.6282881673061644
984.375,315.79029401540225,309.3688795052071,4.017345726338376
991.0714285714286,315.9134022325597,308.69328366238756,3.321897993367738
997.7678571428571,315.2300064181703,309.044650480226,3.3144455822013854
1004.4642857142857,315.55293144951827,308.6589306950017,3.6182640185334494
1011.1607142857142,315.63402533054517,308.4813420225494,3.5375331905167298
1017.8571428571428,315.8194025409278,309.101140499161,3.219430388316723
1024.5535714285713,315.1015009476914,309.19755568683274,3.8038784229931757
1031.25,314.9690938094691,308.92012820228786,2.521323853708539
1037.9464285714284,313.9648447536548,309.2537068321279,4.0671510892611815
1044.642857142857,314.0425474615083,308.8068367654027,4.5550239504753645
1051.3392857142858,313.3512606327253,308.380990353195,4.475372383109638
1058.0357142857142,312.65470827584954,308.96929102192325,4.78934862852503
1064.732142857143,312.907776660245,309.1692332220957,3.762021581289919
1071.4285714285713,311.9564735779519,309.04089849574484,4.235818357882794
1078.125,311.5987417512089,308.8998409352236,3.92733291481026
1084.8214285714284,311.73778265757306,309.3165257363025,4.311251790868608
1091.517857142857,311.35065125774435,308.6772906491691,3.156409829876756
1098.2142857142858,311.80047411149036,309.1786052329004,4.866598766748148
1104.9107142857142,311.5930971654704,308.8058963233628,3.9297760078101094
1111.607142857143,311.029109652484,308.99791158341526,4.829975789037035
1118.3035714285713,311.00182367854563,309.0430128970312,4.115499744067242
1125.0,310.812833185059,308.9465981504596,4.000926639770583
1131.6964285714284,311.0622845615927,308.89783644308494,5.059180704287289
1138.392857142857,310.6628549167911,309.47289400092006,4.283273310643295
1145.0892857142858,310.7434940501222,309.2040803216339,3.9438702922791395
1151.7857142857142,310.6525687411916,308.4569969786681,4.732401951404496
1158.482142857143,310.1277064728319,308.81092346292775,4.8074066574242345
1165.1785714285713,310.3569742792805,308.8548741158441,4.332990800215707
1171.875,310.52598636551386,308.60616883143194,3.0454992908630905
1178.5714285714284,310.4100438364365,308.5730882686799,4.006426990022332
1185.267857142857,310.17760614315637,308.96376124830135,4.100957838073163
1191.9642857142858,310.56093976476456,308.7471075060879,4.824014088890822
1198.6607142857142,310.05811722134143,308.253643447908,4.867232095547886
1205.357142857143,311.065283355065,309.29218172609774,3.685966416671801
1212.0535714285713,310.35752474488226,308.8683996451053,4.361419355111181
1218.75,310.0474689430255,308.8080127144304,3.081969269167547
1225.4464285714284,310.4965180420689,308.5310459394201,3.6340756207115295
1232.142857142857,310.42358057616724,308.85058778784753,3.733700887619201
1238.8392857142858,310.28795795405745,308.79136936379655,3.7627384112929807
1245.5357142857142,310.1292056869669,308.8136088321206,2.846805511607907
1252.232142857143,311.0299993840049,308.9699926082859,3.818935975448529
1258.9285714285713,310.7076514618192,308.4538039828236,3.9432574223527084
1265.625,310.8116617631096,308.4917432354383,4.021138170060573
1272.3214285714284,310.7910251106186,309.14455220080856,4.10379201797426
1279.017857142857,310.6467586773522,309.017582135393,2.506050073370891
1285.7142857142858,310.62220553945866,308.32935188992246,2.530764823208237
1292.4107142857142,310.7443140768967,308.74172011082163,3.2563476533141475
1299.107142857143,310.8155901543088,308.9765074330897,2.5967741429014484
1305.8035714285713,311.05469989644246,308.8283743788665,2.795007718576102
1312.5,310.4275810521944,308.59839213118954,2.3584834608231855
1319.1964285714284,311.27965608682103,308.89304405304966,2.312666052227688
1325.892857142857,310.78705427928844,308.7698927657928,2.127242214347276
1332.5892857142856,310.7668201174014,308.69290412853906,2.5445094643299
1339.2857142857142,310.864021052682,308.9268209682301,1.319233613985764
1345.982142857143,311.35286769907606,309.09836466032687,2.796952162125834
1352.6785714285713,310.8917562470943,308.79745020419995,2.5520237736062197
1359.375,310.96034770360035,309.0313771341301,2.696188067014086
1366.0714285714284,311.02444684748144,308.6130413265741,2.432366524612313
1372.767857142857,311.12800348597113,308.739696810776,2.674391438925174
1379.4642857142856,310.8239454318444,309.0708186813273,2.7045630492036317
1386.1607142857142,310.9677883169478,308.7997810133702,2.7234425616335223
1392.857142857143,311.19001785594025,308.94473674973085,2.99001488403102
1399.5535714285713,310.6148829847193,308.91526863954215,2.568214666701005
1406.25,311.1255881689527,308.5570594595117,1.799950092289583
1412.9464285714284,310.88101141639896,308.49278076292006,1.7267853414512448
1419.642857142857,311.1530714681606,308.8649881279347,2.8926440350309384
1426.3392857142856,311.1685638321566,308.96999624220587,2.1022131342902113
1433.0357142857142,310.77001579304147,308.3159894308796,3.206897622052022
1439.732142857143,311.4741557599663,308.7174945926868,3.2156108712405818
1446.4285714285713,310.8316372303733,308.5734476652323,2.8049738257621337
1453.125,311.1770555877277,308.7801452368934,3.0697882059949553
1459.8214285714284,310.9339725285515,308.3791818307438,3.3182653252793286
1466.517857142857,310.8252601594422,308.27438647683545,2.546644802326709
1473.2142857142856,310.8613735062587,308.33763047262215,3.0283282435572163
1479.9107142857142,311.1879068911195,308.52868732692565,2.4710935905888505
1486.607142857143,310.4719608973933,308.17583827746375,3.022129511453131
1493.3035714285713,310.88642617454224,308.3250342464828,3.0561111834686012
1500.0,310.38161924741115,308.40133094345487,2.666007390483851
